,Day,Cluster_6_Expression
333,0,2363
334,0,2530
335,0,3902
336,2,1966
337,2,1463
338,2,3448
339,4,2993
340,4,5283
341,4,6457
342,6,5714
343,6,4687
344,6,5175
345,0,2207
346,0,1769
347,0,1943
348,0,1236
349,0,1298
350,0,2612
351,2,2547
352,2,2764
353,2,5516
354,4,4799
355,4,6447
356,4,11337
357,6,10257
358,6,7642
359,6,10005
360,0,2297
361,0,1722
362,0,1804
363,0,1601
364,0,1760
365,0,2359
366,2,2236
367,2,1845
368,2,4133
369,4,2889
370,4,4335
371,4,6585
372,6,4587
373,6,3358
374,6,3940
375,0,3253
376,0,2177
377,0,2095
378,0,2112
379,0,2061
380,0,1948
381,2,1755
382,2,2291
383,2,6324
384,4,5056
385,4,6342
386,4,12072
387,6,7442
388,6,4297
389,6,4976
390,0,2481
391,0,1894
392,0,2247
393,0,1530
394,0,1494
395,0,1978
396,2,2762
397,2,2779
398,2,6460
399,4,4492
400,4,7782
401,4,11206
402,6,7634
403,6,6721
404,6,6611
405,0,3140
406,0,3000
407,0,2608
408,0,1511
409,0,1562
410,0,3266
411,2,1879
412,2,2080
413,2,6577
414,4,4060
415,4,6183
416,4,11666
417,6,5280
418,6,5873
419,6,5789
420,0,1878
421,0,1508
422,0,1611
423,0,1280
424,0,1183
425,0,1854
426,2,1961
427,2,2095
428,2,4690
429,4,2871
430,4,4377
431,4,7319
432,6,4678
433,6,3565
434,6,4061
435,0,1882
436,0,1292
437,0,2585
438,0,1560
439,0,971
440,0,2394
441,2,3450
442,2,3053
443,2,7008
444,4,6592
445,4,10536
446,4,15804
447,6,7920
448,6,7145
449,6,7673
